	datetime-publish	author	section	award	word_count	accountability_index	logistical_record_index	anecdotal_data_index	quant_data_index	investigation_index	breaking_news_index
0	554097600.0	Jim Okerblom, Joe Cantlupe and Dayna Lynn Fried Ja	NEWS NEWS News LOCAL	1	12404	36	4	6280	54	0	8
1	1094097600.0	Connie Schultz	Arts & Life	1	611	1	0	0	2	0	0
2	1269144000.0	KRIS HUNDLEY; JOHN MARTIN JEFF TESTERMAN; JOHN MAR	NATIONAL NATIONAL	1	7357	11	17	3407	77	0	1
3	1376625600.0	Staff Writer Alexis Krell James Barragan David M. 	Health Asection News METRO A Political CommNews Ne	1	80880	44	23	43871	1258	0	7
4	1497931200.0	R. Jeffrey Smith, Patrick Malone	National Security	1	5483	16	0	626	34	0	0
5	588744000.0	MIKE FISCHER, Staff: Milwaukee Journal Sentinel ST	LOCAL & STATE NEWS Entertainment SPORTS SPORTS Spo	1	27741	58	8	11047	253	0	18
6	1444622400.0	HILTON ALS	The Theatre	1	759	0	0	0	1	0	0
7	1486875600.0	Staff Writer Staff Writer	Health Fitness Health Fitness	1	903	1	1	0	0	0	0
8	419576400.0	BILL GRAHAM Staff Writer MARTIN J. LAUER ELIZABETH	ZONE/NORTHLAND Local REGION REGION NATIONAL NEWS M	1	165206	41	11	81242	1994	0	0
9	1517202000.0	Caitlin Flanagan	News	1	943	2	0	167	3	0	1
10	488606400.0	Acorn Staff Jie Jenny Zou Stephen Whitty MABEL PER	News NEWS Lifestyles South Sound & Local Asection 	1	74381	41	9	35288	593	0	6
11	864187200.0	ANNE DAVIS PAUL DAVIS Ben Tinsley, Rick Kretzschma	LOCAL NEWS LOCAL Ozaukee Washington Local News STA	1	109929	117	12	40831	978	0	3
12	1347249600.0	Mark Di Ionno	News	1	634	0	0	194	4	0	0
13	1532318400.0	Staff Writer Staff Writer Staff Writer Staff Write	News Letters To The Editor Letters NEWS News Local	1	84241	391	2	41949	832	0	68
14	1416978000.0	Tony Messenger St. Louis Post-Dispatch Tony Messen	News Politics News News News	1	4152	5	0	65	20	0	0
15	1393304400.0	Sam Venable	Local News	1	637	1	0	0	8	0	0
16	1339041600.0	none	Front Page HEALTH, SCIENCE, MEDICINE & TECHNOLOGY	1	5087	2	0	319	45	0	0
17	1365307200.0	none	MAIN NEWS	1	3193	4	0	1332	13	0	0
18	1243828800.0	BARBARA LAKER & WENDY RUDERMAN	LOCAL	1	2598	11	0	847	17	0	2
19	453355200.0	Shelley Huang Sara Schilling Staff Writer Staff Wr	Local & Regional News FRONT UNITED STATES Local & 	1	7092	20	9	521	46	0	1
20	417243600.0	Kate Fitzgerald LYNETTE BLAIR MITCHELL DOUG PIKE J	LIFESTYLE LOCAL & STATE Local News NEWS NEWS NEWS 	1	192364	57	8	102099	2063	0	24
21	1390798800.0	none	Newswire	1	2185	2	0	0	40	0	0
22	1395115200.0	none	ASECTION Domestic News News	1	3363	8	0	743	46	0	0
23	941342400.0	Staff Writer LARRY COHLER-ESSES DAILY NEWS STAFF W	Opinion NEWS BEHIND THE NEWS LOCAL TELEGRAPH A SEC	1	108077	100	0	58320	994	0	12
24	1335153600.0	none	Asection News	1	3048	2	0	270	91	0	0
25	1412222400.0	Daniel Wagner Daniel Wagner	Business Business	1	2363	6	6	0	28	0	0
26	1173070800.0	none	NATIONAL	1	3079	0	0	315	18	0	0
27	1355461200.0	Staff Writer CRYSTAL HERBER, Herald Staff Writer	Power Thoughts	1	547	1	0	9	1	0	0
28	899870400.0	SUSAN FEYDER GRETCHEN SCHULDT TED SHERMAN PETER J.	BUSINESS LOCAL LOCAL BNews LOCAL Breaking LOCAL NE	1	36960	486	44	26365	388	0	25
29	1356584400.0	David Hasemyer and Lisa Song	News	1	2329	0	0	1431	28	0	0
30	1395374400.0	Allan Holmes	Business	1	4651	4	1	0	74	0	0
31	1335326400.0	none	Asection News Asection News	1	3712	0	2	376	65	0	0
32	1508299200.0	Amy Julia Harris and Shoshana Walter Amy Julia Har	All Work. No Pay. News Contests	1	2204	6	3	394	4	0	0
33	749793600.0	(Staff) Staff Writer Kenneth Howe, Jeff Pelline, C	Business Front NEWS Uncategorized BUSINESS A A CUR	1	101065	30	3	42818	1132	0	2
34	1334635200.0	Mark Di Ionno	New Jersey	1	740	0	0	37	1	0	0
35	721371600.0	Staff Writer STAFF Staff Writer Staff Writer Felic	News OPINION Letters B - REGION news Letters Relig	1	20586	9	1	5458	526	0	0
36	1510722000.0	John Archibald jarchibald@al.com John Archibald ja	News News News	1	1964	6	0	0	0	0	0
37	1428033600.0	Staff Writer Staff Writer	Business Business	1	2164	19	0	236	11	0	0
38	476859600.0	Leslie Barker Christy Cabrera Chirinos Kevin Robbi	TODAY Business Sports SPORTS News FEATURES Sports 	1	100638	29	15	58484	866	0	5
39	1350792000.0	none	Metro	1	2662	3	6	860	9	0	0
40	1102914000.0	Connie Schultz	Arts & Life	1	584	0	0	0	1	0	0
